health_beauty,1258681.34096932
watches_gifts,1205005.67754936
bed_bath_table,1036988.68003559
sports_leisure,988048.968889236
computers_accessories,911954.317458153
furniture_decor,729762.492296219
cool_stuff,635290.851696968
housewares,632248.660870552
auto,592720.110708475
garden_tools,485256.462025642
toys,483946.600454807
baby,411764.890037537
perfumery,399124.868583679
telephony,323667.529392719
office_furniture,273960.701118469
stationery,230943.229872942
computers,222963.129882813
pet_shop,214315.410039425
musical_instruments,191498.880048752
small_appliances,190648.579996109
electronics,160246.739408255
consoles_games,157465.220407963
fashion_bags_accessories,152823.540405273
construction_tools_construction,144677.58987391
luggage_accessories,140429.979789734
home_appliances_2,113317.739864349
home_construction,83088.1198148727
home_appliances,80171.530195713
agro_industry_and_commerce,72530.4697990417
furniture_living_room,68916.5598316193
fixed_telephony,59582.9999680519
home_confort,58572.0404372215
air_conditioning,55024.9597148895
audio,50688.4996204376
small_appliances_home_oven_and_coffee,47445.7100801468
books_general_interest,46856.8805294037
kitchen_dining_laundry_garden_furniture,46328.3700237274
construction_tools_lights,41080.0001430511
construction_tools_safety,40544.519744873
industry_commerce_and_business,39669.6100292206
food,29393.4099636078
market_place,28378.4700393677
costruction_tools_garden,25715.890083313
art,24202.6399769783
fashion_shoes,23562.7699317932
drinks,22428.7000484467
signaling_and_security,21509.2300891876
furniture_bedroom,20028.7799463272
books_technical,19096.0601081848
costruction_tools_tools,15903.9499788284
food_drink,15179.4800491333
fashion_male_clothing,10797.8200340271
fashion_underwear_beach,9541.55010223389
christmas_supplies,8800.82007265091
tablets_printing_image,7528.41004562378
cine_photo,6933.45995807648
music,6034.34997034073
dvds_blu_ray,5999.38998222351
books_imported,4639.84999275208
party_supplies,4485.18000602722
furniture_mattress_and_upholstery,4368.07998275757
fashio_female_clothing,2803.64001083374
fashion_sport,2119.51001930237
la_cuisine,2054.98999786377
arts_and_craftmanship,1814.01000499725
diapers_and_hygiene,1567.58999252319
flowers,1110.04000663757
home_comfort_2,760.269996643066
cds_dvds_musicals,730
fashion_childrens_clothes,569.850002288818
security_and_services,283.289993286133
