4,2018,1462
3,2018,1081
8,2018,877
12,2017,765
1,2018,667
6,2018,577
5,2018,470
2,2018,384
11,2017,243
5,2017,226
10,2017,219
9,2017,175
8,2017,119
7,2017,117
6,2017,114
4,2017,103
7,2018,99
3,2017,64
9,2018,56
10,2018,3
11,2016,2
12,2016,2
2,2017,2
